,Sampling Shifts,Shape Preparation,Power Flows,Net. Component vs FSP Dictionary,Small FSPs Removal,Effective FSPs per Component,Remove Safe Components,Tensors and Convolutions,Applying Axes and Initial Point,Small FSP Uncertainty
0,0.00047278404235839844,0.007517337799072266,3.9234564304351807,10.798738479614258,2.6226043701171875e-06,0.001949310302734375,0.0004630088806152344,0.026445865631103516,0.0009095668792724609,1.1920928955078125e-06
1,0.0004470348358154297,0.007341623306274414,3.452249526977539,5.025293827056885,3.0994415283203125e-06,0.0013849735260009766,0.0010333061218261719,0.4711449146270752,0.0009071826934814453,9.5367431640625e-07
2,0.00048422813415527344,0.007411003112792969,4.059270858764648,6.0190722942352295,2.86102294921875e-06,0.0016131401062011719,0.0005764961242675781,0.004257917404174805,0.0008809566497802734,7.152557373046875e-07
3,0.0004782676696777344,0.007422208786010742,4.193893909454346,6.201487064361572,3.0994415283203125e-06,0.001722574234008789,0.0009284019470214844,0.5348808765411377,0.0009849071502685547,7.152557373046875e-07
4,0.0004940032958984375,0.007434368133544922,4.324583053588867,6.457093954086304,2.86102294921875e-06,0.0018696784973144531,0.0006361007690429688,0.004425525665283203,0.0009210109710693359,4.76837158203125e-07
5,0.0005159378051757812,0.007451534271240234,5.111908435821533,8.280713319778442,3.0994415283203125e-06,0.0017156600952148438,0.0005109310150146484,0.005240917205810547,0.0009698867797851562,4.76837158203125e-07
6,0.0004475116729736328,0.0075571537017822266,3.2926571369171143,4.135604619979858,2.384185791015625e-06,0.001653909683227539,0.0011088848114013672,0.5955691337585449,0.0009729862213134766,7.152557373046875e-07
7,0.0004611015319824219,0.007428646087646484,3.8544516563415527,5.568966388702393,2.384185791015625e-06,0.0014333724975585938,0.001047372817993164,0.6270289421081543,0.0008800029754638672,4.76837158203125e-07
8,0.00046515464782714844,0.0074923038482666016,3.310237169265747,4.035685300827026,3.5762786865234375e-06,0.0014181137084960938,0.0010519027709960938,0.5694248676300049,0.0008738040924072266,9.5367431640625e-07
9,0.00045299530029296875,0.007405996322631836,4.400468826293945,6.513232231140137,2.6226043701171875e-06,0.0017764568328857422,0.0007953643798828125,0.6283190250396729,0.0009882450103759766,4.76837158203125e-07
10,0.0004639625549316406,0.007418155670166016,3.3733971118927,4.167953968048096,2.86102294921875e-06,0.001523733139038086,0.0011324882507324219,0.5388591289520264,0.0010533332824707031,7.152557373046875e-07
11,0.00045752525329589844,0.007434844970703125,3.386099338531494,4.292078018188477,3.0994415283203125e-06,0.0016307830810546875,0.0011332035064697266,0.5705268383026123,0.0010633468627929688,4.76837158203125e-07
12,0.0004494190216064453,0.0073833465576171875,4.595733880996704,6.788888692855835,3.0994415283203125e-06,0.0016770362854003906,0.0006656646728515625,0.0050318241119384766,0.0009381771087646484,4.76837158203125e-07
13,0.0005099773406982422,0.0074427127838134766,5.1026177406311035,7.647913455963135,2.1457672119140625e-06,0.0017507076263427734,0.0004878044128417969,0.004814863204956055,0.0008859634399414062,4.76837158203125e-07
14,0.0004608631134033203,0.0074918270111083984,3.398898124694824,4.557525396347046,3.0994415283203125e-06,0.0014145374298095703,0.0011553764343261719,0.37615394592285156,0.0007872581481933594,7.152557373046875e-07
15,0.0004630088806152344,0.0074536800384521484,3.825221538543701,4.951347351074219,2.86102294921875e-06,0.0014162063598632812,0.0010428428649902344,0.45754194259643555,0.0009052753448486328,4.76837158203125e-07
16,0.0004994869232177734,0.0074422359466552734,4.479666471481323,6.148307800292969,2.86102294921875e-06,0.0017604827880859375,0.0005817413330078125,0.0042765140533447266,0.0008697509765625,7.152557373046875e-07
17,0.0004963874816894531,0.0074367523193359375,5.171814918518066,8.160944938659668,2.6226043701171875e-06,0.002224445343017578,0.0005478858947753906,0.005068540573120117,0.0009248256683349609,4.76837158203125e-07
18,0.00043845176696777344,0.007516145706176758,3.3859925270080566,4.275631904602051,3.0994415283203125e-06,0.0015041828155517578,0.001188039779663086,0.5655040740966797,0.0008296966552734375,4.76837158203125e-07
19,0.00045561790466308594,0.007393360137939453,4.417050361633301,6.4354541301727295,2.86102294921875e-06,0.0017042160034179688,0.0008287429809570312,0.004912376403808594,0.0009870529174804688,4.76837158203125e-07
