,Feasible Hard,Reachable Hard,Average Hard,Hull Shift Hard,Feasible Uniform,Reachable Uniform,Average Uniform,Hull Shift Uniform,Feasible Kumaraswamy,Reachable Kumaraswamy,Average Kumaraswamy,Hull Shift Kumaraswamy,FSPs
0,1.0,1.0,1.0,0.0066828574221378684,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[44 29],Loads:[],DP:0.009, Tot: 0.17818740672, min: 0.04076865672"
1,0.9876160990712074,0.9876160990712074,0.9876160990712074,0.017973994775414216,0.9932885906040269,0.9932885906040269,0.9932885906040269,0.003054546021579603,0.9909502262443439,0.9909502262443439,0.9909502262443439,2.3493434235590614e-05,"0: DGs:[41 54],Loads:[],DP:0.009, Tot: 0.18588526119999998, min: 0.0679477612"
2,0.98,0.98,0.98,0.002648400748725155,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[71 55],Loads:[],DP:0.024, Tot: 0.4729375, min: 0.1179375"
3,0.9917695473251029,0.9917695473251029,0.9917695473251029,0.0007833831794705617,0.9953271028037384,0.9953271028037384,0.9953271028037384,1.3584714238157244e-05,1.0,1.0,1.0,0.0,"0: DGs:[68],Loads:[18],DP:0.048, Tot: 0.9564207061994227, min: 0.19849375"
4,0.9923076923076923,0.9923076923076923,0.9923076923076923,0.001049807420139269,0.966804979253112,0.966804979253112,0.966804979253112,0.0013968033718463715,0.9826589595375722,0.9826589595375722,0.9826589595375722,0.0013091781239521463,"0: DGs:[],Loads:[58  8],DP:0.039, Tot: 0.7819881294121027, min: 0.25"
5,1.0,1.0,1.0,0.00015795717258665367,1.0,1.0,1.0,6.296274439348065e-06,1.0,1.0,1.0,0.0,"0: DGs:[17],Loads:[49],DP:0.039, Tot: 0.7757902090536017, min: 0.2945667448"
6,0.9910979228486647,0.9910979228486647,0.9910979228486647,0.0011000836998445946,0.9968944099378882,0.9968944099378882,0.9968944099378882,0.0,1.0,1.0,1.0,0.0,"0: DGs:[80 45],Loads:[],DP:0.005, Tot: 0.10871641792, min: 0.04076865672"
7,0.984313725490196,0.984313725490196,0.984313725490196,0.002625523086772792,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.002682399649293468,0.9597701149425287,0.9597701149425287,0.9597701149425287,0.0017508387628774177,"0: DGs:[],Loads:[25 24],DP:0.039, Tot: 0.7819881294121027, min: 0.25"
8,0.9952830188679245,0.9952830188679245,0.9952830188679245,-0.34605585820763707,1.0,1.0,1.0,6.101782041197424e-08,1.0,1.0,1.0,0.0,"0: DGs:[89],Loads:[32],DP:0.041, Tot: 0.8258747173994226, min: 0.0679477612"
9,0.9883720930232558,0.9883720930232558,0.9883720930232558,0.0024313610375141037,0.9910714285714286,0.9910714285714286,0.9910714285714286,0.0019867376002726074,0.9881656804733728,0.9881656804733728,0.9881656804733728,0.0014150515233065416,"0: DGs:[],Loads:[ 3 71],DP:0.048, Tot: 0.9624469285072034, min: 0.4"
10,0.9881889763779528,0.9881889763779528,0.9881889763779528,0.002389269038399621,0.9786324786324786,0.9786324786324786,0.9786324786324786,0.0022485565570162236,0.9764705882352941,0.9764705882352941,0.9764705882352941,0.0014148523199082738,"0: DGs:[],Loads:[65 68],DP:0.039, Tot: 0.7819881294121027, min: 0.25"
11,0.97265625,0.97265625,0.97265625,0.0053629585948250895,0.9702127659574468,0.9702127659574468,0.9702127659574468,0.005410770766772288,0.9710982658959537,0.9710982658959537,0.9710982658959537,0.0037112005970508064,"0: DGs:[],Loads:[56 40],DP:0.039, Tot: 0.7819881294121027, min: 0.25"
12,1.0,1.0,1.0,0.00019260999276954173,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[],Loads:[2 9],DP:0.062, Tot: 1.2391504204530244, min: 0.4"
13,0.9806201550387597,0.9806201550387597,0.9806201550387597,0.003857629060084589,0.9691629955947136,0.9691629955947136,0.9691629955947136,0.0034994224569637722,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.0025060266323189886,"0: DGs:[],Loads:[83  2],DP:0.048, Tot: 0.9624469285072034, min: 0.4"
14,0.9916317991631799,0.9916317991631799,0.9916317991631799,0.0008633505215890529,1.0,1.0,1.0,3.528222860037882e-05,1.0,1.0,1.0,0.0,"0: DGs:[2],Loads:[2],DP:0.028, Tot: 0.5575672142536017, min: 0.07634375"
15,1.0,1.0,1.0,0.0034191778617599705,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[61 54],Loads:[],DP:0.014, Tot: 0.27828158608, min: 0.1179375"
16,1.0,0.9965870307167235,0.9982935153583617,0.0029755708940192335,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.00010140035786374417,"0: DGs:[ 8 15],Loads:[],DP:0.05, Tot: 0.99146838412, min: 0.19146838412"
17,1.0,1.0,1.0,0.00014098087760523614,1.0,1.0,1.0,1.2841579144206837e-06,1.0,1.0,1.0,0.0,"0: DGs:[20],Loads:[44],DP:0.04, Tot: 0.7905185462936017, min: 0.30929508204"
18,0.9964539007092199,0.9964539007092199,0.9964539007092199,0.0027180205668851315,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[23 72],Loads:[],DP:0.019, Tot: 0.38563883204, min: 0.07634375"
19,0.9914163090128756,0.9914163090128756,0.9914163090128756,0.001187383660829971,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[58],Loads:[5],DP:0.028, Tot: 0.5500203392536017, min: 0.068796875"
