,Feasible Hard,Reachable Hard,Average Hard,Hull Shift Hard,Feasible Uniform,Reachable Uniform,Average Uniform,Hull Shift Uniform,Feasible Kumaraswamy,Reachable Kumaraswamy,Average Kumaraswamy,Hull Shift Kumaraswamy,FSPs
0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[81],Loads:[27 56  3 44 69 54],DP:0.127, Tot: 2.537432772356308, min: 0.19146838412"
1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[54 92 69 30 86 57 53],Loads:[],DP:0.027, Tot: 0.53280597016, min: 0.04076865672"
2,1.0,1.0,1.0,0.0,0.9907407407407408,0.9908256880733946,0.9907832144070676,9.548313954800524e-05,1.0,1.0,1.0,5.180106333800426e-06,"0: DGs:[],Loads:[36 50 53 80 34 42 30],DP:0.16, Tot: 3.2001360372864514, min: 0.25"
3,0.9723502304147466,0.9723502304147466,0.9723502304147466,0.0248373950269406,0.9904761904761904,0.9904761904761904,0.9904761904761904,0.0018047646777893,1.0,1.0,1.0,2.120715877531381e-05,"0: DGs:[],Loads:[54 14 38 42 84 39 67],DP:0.138, Tot: 2.7670349194582093, min: 0.25"
4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.986842105263158,0.986842105263158,0.986842105263158,5.048735421844421e-05,"0: DGs:[],Loads:[44 14  2 23 11 82 43],DP:0.155, Tot: 3.103891344435731, min: 0.25"
5,0.9899665551839464,0.9899665551839464,0.9899665551839464,0.0100409252072591,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[13 63 77 33 52 64 39],Loads:[],DP:0.035, Tot: 0.6934178209799999, min: 0.04076865672"
6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[65 58  6 19 30 91 41],Loads:[],DP:0.027, Tot: 0.5439392724, min: 0.049140625"
7,0.9864864864864864,0.9864864864864864,0.9864864864864864,0.0009137918101346,0.99009900990099,0.99009900990099,0.99009900990099,0.0007666113349988,1.0,1.0,1.0,0.0001578174757015,"0: DGs:[],Loads:[74 40 22  3 33 72 65],DP:0.155, Tot: 3.103891344435731, min: 0.25"
8,0.9953271028037384,0.9953271028037384,0.9953271028037384,0.0005894604096496,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[34 11 30 23 79 10],Loads:[64],DP:0.053, Tot: 1.0672252366536017, min: 0.0679477612"
9,0.9954545454545456,0.9954545454545456,0.9954545454545456,0.0067407364994522,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[],Loads:[56 59 61 80 36 17 44],DP:0.146, Tot: 2.92343254534063, min: 0.25"
10,0.985645933014354,0.986046511627907,0.9858462223211306,0.0040062222063644,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.727867908205021e-05,"0: DGs:[],Loads:[42 43  9 82 83 76 46],DP:0.178, Tot: 3.5610536354766524, min: 0.25"
11,0.9727272727272728,0.9727272727272728,0.9727272727272728,0.0261025594106765,1.0,1.0,1.0,0.0009042700572928,1.0,1.0,1.0,8.82011106870389e-05,"0: DGs:[],Loads:[82 56 58 72 39 15 23],DP:0.137, Tot: 2.7429737462455295, min: 0.25"
12,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[17 18],Loads:[63 75 72 55 65],DP:0.168, Tot: 3.36134532783527, min: 0.19146838412"
13,0.9967105263157896,0.9967320261437908,0.99672127622979,0.0020881911394191,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[25 22 21  5 43 91 39],Loads:[],DP:0.036, Tot: 0.7296029294399999, min: 0.04076865672"
14,0.965034965034965,0.965034965034965,0.965034965034965,0.0019341215452329,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[50 23 63 65 82 64 40],Loads:[],DP:0.034, Tot: 0.6722412163399999, min: 0.04076865672"
15,0.9764150943396226,0.9764150943396226,0.9764150943396226,-0.1790281929938416,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[ 6 29 34 76 74 31],Loads:[49],DP:0.053, Tot: 1.0550311135336017, min: 0.0679477612"
16,1.0,0.9955156950672646,0.9977578475336324,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[],Loads:[72 36 27 44 20 77 42],DP:0.146, Tot: 2.9234325453406305, min: 0.25"
17,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[73 16 11],Loads:[24 20 69 40],DP:0.096, Tot: 1.9279381246642056, min: 0.10871641792"
18,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[82 70],Loads:[56  8 49 24 38],DP:0.127, Tot: 2.538693473077807, min: 0.19849375"
19,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[],Loads:[75 84  6 35 30 72 77],DP:0.166, Tot: 3.3204419033498516, min: 0.25"
