,Sampling Shifts,Shape Preparation,Power Flows,Net. Component vs FSP Dictionary,Small FSPs Removal,Effective FSPs per Component,Remove Safe Components,Tensors and Convolutions,Applying Axes and Initial Point,Small FSP Uncertainty
0,0.0013225078582763672,0.0074536800384521484,4.709095478057861,1.3802061080932617,3.814697265625e-06,0.010761499404907227,0.003131389617919922,0.0004038810729980469,0.000946044921875,4.76837158203125e-07
1,0.001262664794921875,0.0074558258056640625,5.10867977142334,1.3901441097259521,5.9604644775390625e-06,0.010572671890258789,0.0028867721557617188,0.0004088878631591797,0.0008752346038818359,4.76837158203125e-07
2,0.0012972354888916016,0.007293224334716797,5.083399534225464,1.2466671466827393,3.5762786865234375e-06,0.010435819625854492,0.004343271255493164,0.00037479400634765625,0.0008594989776611328,9.5367431640625e-07
3,0.0013232231140136719,0.0071985721588134766,4.67681622505188,1.4516868591308594,3.5762786865234375e-06,0.010457038879394531,0.0028727054595947266,0.00040435791015625,0.0008709430694580078,7.152557373046875e-07
4,0.0013892650604248047,0.007439374923706055,4.680396318435669,1.2140254974365234,4.0531158447265625e-06,0.010838747024536133,0.002892732620239258,0.00038695335388183594,0.0008797645568847656,7.152557373046875e-07
5,0.0012884140014648438,0.007429599761962891,4.924118518829346,1.40755033493042,3.5762786865234375e-06,0.011121273040771484,0.0031347274780273438,0.00038504600524902344,0.0008819103240966797,7.152557373046875e-07
6,0.0012812614440917969,0.007253170013427734,5.101923942565918,1.2821545600891113,4.0531158447265625e-06,0.01057887077331543,0.004045009613037109,0.0003712177276611328,0.0008656978607177734,9.5367431640625e-07
7,0.0014178752899169922,0.007243156433105469,6.026060342788696,2.032843828201294,4.0531158447265625e-06,0.010394573211669922,0.0005769729614257812,0.00043129920959472656,0.0009305477142333984,9.5367431640625e-07
8,0.0012750625610351562,0.0072748661041259766,4.820250749588013,1.3424644470214844,3.5762786865234375e-06,0.010997295379638672,0.0026738643646240234,0.00039315223693847656,0.0009467601776123047,7.152557373046875e-07
9,0.0013873577117919922,0.007337808609008789,4.75808572769165,1.2086303234100342,4.5299530029296875e-06,0.010545015335083008,0.003686189651489258,0.0003745555877685547,0.0008635520935058594,9.5367431640625e-07
10,0.0013341903686523438,0.0072290897369384766,4.647812604904175,1.2929580211639404,3.5762786865234375e-06,0.010829448699951172,0.0030069351196289062,0.0003819465637207031,0.0009133815765380859,7.152557373046875e-07
11,0.0013813972473144531,0.007857799530029297,5.530516624450684,1.9456267356872559,4.291534423828125e-06,0.010239601135253906,0.0005443096160888672,0.0003979206085205078,0.0009098052978515625,9.5367431640625e-07
12,0.0013971328735351562,0.007164716720581055,5.529248237609863,1.4833455085754395,3.814697265625e-06,0.010384321212768555,0.002749919891357422,0.0003840923309326172,0.0009102821350097656,7.152557373046875e-07
13,0.0013833045959472656,0.007245779037475586,5.628116607666016,1.8619458675384521,4.0531158447265625e-06,0.010697126388549805,0.0013053417205810547,0.00040531158447265625,0.0009059906005859375,4.76837158203125e-07
14,0.0013248920440673828,0.00734400749206543,5.080003976821899,1.2465369701385498,4.0531158447265625e-06,0.010616779327392578,0.0031943321228027344,0.00037360191345214844,0.0009169578552246094,7.152557373046875e-07
15,0.0013959407806396484,0.007295846939086914,6.100309133529663,2.0811407566070557,5.0067901611328125e-06,0.010413408279418945,0.00025773048400878906,0.00045013427734375,0.0008833408355712891,7.152557373046875e-07
16,0.0014278888702392578,0.007723808288574219,4.83070182800293,1.3539025783538818,3.814697265625e-06,0.010347366333007812,0.0028645992279052734,0.0003731250762939453,0.0008344650268554688,9.5367431640625e-07
17,0.0012919902801513672,0.007432699203491211,4.874623775482178,1.1018624305725098,4.0531158447265625e-06,0.010481834411621094,0.004015207290649414,0.0003840923309326172,0.0008480548858642578,4.76837158203125e-07
18,0.001329183578491211,0.0072481632232666016,5.430804967880249,1.317488193511963,3.5762786865234375e-06,0.010655403137207031,0.0025675296783447266,0.00038504600524902344,0.000881195068359375,4.76837158203125e-07
19,0.0013320446014404297,0.007268428802490234,4.954442501068115,1.3476459980010986,3.337860107421875e-06,0.010885000228881836,0.0031549930572509766,0.0004067420959472656,0.0009090900421142578,7.152557373046875e-07
