,Feasible Hard,Reachable Hard,Average Hard,Hull Shift Hard,Feasible Uniform,Reachable Uniform,Average Uniform,Hull Shift Uniform,Feasible Kumaraswamy,Reachable Kumaraswamy,Average Kumaraswamy,Hull Shift Kumaraswamy,FSPs
0,1.0,1.0,1.0,0.5301904373454451,1.0,1.0,1.0,0.26862111917648523,1.0,1.0,1.0,0.24138414365771702,"0: DGs:[47 12  0  3 44 16 57 21 49 55  2 30  8 34],Loads:[6],DP:0.093, Tot: 2.407017117598501, min: 0.09307758618"
1,0.9832635983263598,0.9832635983263598,0.9832635983263598,0.0063258737161890205,0.9770114942528736,0.9770114942528736,0.9770114942528736,0.0008611013615021637,0.9454545454545454,0.9454545454545454,0.9454545454545454,0.0012755747284188585,"0: DGs:[],Loads:[24 36 43 59 39  5 16 28 42 11 45 38 48 60 40],DP:0.351, Tot: 9.119184647605753, min: 0.4"
2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[25 53 17 54 37 21],Loads:[ 4 27 29 60 23 13 46 32 42],DP:0.227, Tot: 5.894127637087054, min: 0.23269396545"
3,0.9957805907172996,0.9957805907172996,0.9957805907172996,0.0015255469575502997,1.0,1.0,1.0,5.215209408483069e-06,1.0,1.0,1.0,4.936177383627543e-05,"0: DGs:[],Loads:[ 8 44 34  9  7 35 59 23 54 38 32 40 26 25 37],DP:0.367, Tot: 9.552285765433993, min: 0.4"
4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[53  9 17 52 28 26],Loads:[15 30  6 40 55 56 10 29 37],DP:0.221, Tot: 5.7375417858285545, min: 0.23269396545"
5,1.0,1.0,1.0,0.695056105057478,1.0,1.0,1.0,0.457723610961233,1.0,1.0,1.0,0.4215762733893882,"0: DGs:[15 19 44 10 25 36 22  2 20 57 26 51 33 34  6],Loads:[],DP:0.093, Tot: 2.42871211731, min: 0.09307758618"
6,0.9829787234042553,0.9829787234042553,0.9829787234042553,0.0051862493730646,0.9883720930232558,0.9883720930232558,0.9883720930232558,0.00037317610350029516,0.9454545454545454,0.9454545454545454,0.9454545454545454,0.0007181895383549889,"0: DGs:[],Loads:[59 36 57 21  9 22 17  0 32 11 26 13 28 52 60],DP:0.366, Tot: 9.516194005614974, min: 0.4"
7,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[29],Loads:[22 33  7 17 57 24 10 42 11 26  0 28 53 56],DP:0.389, Tot: 10.124469285072033, min: 0.4"
8,1.0,1.0,1.0,0.6617823811881115,1.0,1.0,1.0,0.4113102437629453,1.0,1.0,1.0,0.3724525120938728,"0: DGs:[25 17 39  1 43 18 22 33 51 23 57 34 30  2 20],Loads:[],DP:0.085, Tot: 2.2202861213899996, min: 0.09307758618"
9,0.9159663865546218,0.9159663865546218,0.9159663865546218,0.0535322732849675,0.8850574712643678,0.8850574712643678,0.8850574712643678,0.011383721150308213,0.75,0.75,0.75,0.016878897597413466,"0: DGs:[],Loads:[21 44 33 35 41 43  5 37 56 50 32 52 48 49 12],DP:0.341, Tot: 8.878572915478951, min: 0.4"
10,1.0,1.0,1.0,0.009608279266029583,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[38 53  4],Loads:[ 4 58  6  2 30 60 12 49 56 48  3 55],DP:0.23, Tot: 5.983927013485238, min: 0.23269396545"
11,1.0,1.0,1.0,0.000906071696826081,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,"0: DGs:[38 17 19],Loads:[18 19  4 30 29  3 52 55 45 60 25 40],DP:0.22, Tot: 5.730306790436737, min: 0.23269396545"
