,Sampling Shifts,Shape Preparation,Power Flows,Net. Component vs FSP Dictionary,Small FSPs Removal,Effective FSPs per Component,Remove Safe Components,Tensors and Convolutions,Applying Axes and Initial Point,Small FSP Uncertainty
0,0.0013041496276855469,0.007450580596923828,5.5265796184539795,2.3140952587127686,3.0994415283203125e-06,0.009302854537963867,0.0005993843078613281,0.00041675567626953125,0.0009379386901855469,1.1920928955078125e-06
1,0.0012047290802001953,0.007614850997924805,4.560775518417358,1.4356656074523926,3.337860107421875e-06,0.009881019592285156,0.0035152435302734375,0.0004189014434814453,0.0008132457733154297,4.76837158203125e-07
2,0.0011773109436035156,0.007666349411010742,4.337892532348633,1.1744635105133057,3.5762786865234375e-06,0.0095062255859375,0.002767801284790039,0.00035643577575683594,0.000835418701171875,4.76837158203125e-07
3,0.0013055801391601562,0.0073490142822265625,5.597896099090576,2.2306318283081055,3.5762786865234375e-06,0.009054899215698242,0.0003840923309326172,0.0003974437713623047,0.0008687973022460938,4.76837158203125e-07
4,0.0012900829315185547,0.0074100494384765625,5.716580390930176,1.983872890472412,3.5762786865234375e-06,0.009225845336914062,0.0005562305450439453,0.00039196014404296875,0.0009381771087646484,7.152557373046875e-07
5,0.0013537406921386719,0.007930278778076172,5.3743720054626465,2.407916307449341,3.337860107421875e-06,0.009511947631835938,0.0009684562683105469,0.0003917217254638672,0.0009181499481201172,7.152557373046875e-07
6,0.0012264251708984375,0.00739288330078125,4.968210697174072,1.5377998352050781,3.337860107421875e-06,0.009571075439453125,0.0034596920013427734,0.0004177093505859375,0.0008757114410400391,4.76837158203125e-07
7,0.0012805461883544922,0.007409572601318359,5.812707901000977,2.366529941558838,3.5762786865234375e-06,0.009165763854980469,0.0007100105285644531,0.0003936290740966797,0.0007731914520263672,7.152557373046875e-07
8,0.0012056827545166016,0.007395505905151367,4.759882688522339,1.4060606956481934,3.337860107421875e-06,0.009586095809936523,0.002904176712036133,0.00038695335388183594,0.0008494853973388672,7.152557373046875e-07
9,0.001299142837524414,0.009719133377075195,5.9553382396698,2.4188787937164307,3.814697265625e-06,0.009203910827636719,0.0006530284881591797,0.00041675567626953125,0.0008554458618164062,4.76837158203125e-07
10,0.001195669174194336,0.007462263107299805,4.844806432723999,1.4958884716033936,3.5762786865234375e-06,0.010072469711303711,0.0029151439666748047,0.0004208087921142578,0.0009057521820068359,9.5367431640625e-07
11,0.0015866756439208984,0.0077855587005615234,5.427222490310669,1.5702943801879883,3.814697265625e-06,0.00990438461303711,0.0020902156829833984,0.00039887428283691406,0.0009341239929199219,4.76837158203125e-07
12,0.0012900829315185547,0.007426023483276367,5.00635027885437,1.5004775524139404,3.5762786865234375e-06,0.010051488876342773,0.003167867660522461,0.00037670135498046875,0.0009083747863769531,4.76837158203125e-07
13,0.0013625621795654297,0.00821685791015625,6.102880477905273,2.264397621154785,3.337860107421875e-06,0.009071588516235352,0.0004343986511230469,0.0004038810729980469,0.0009014606475830078,7.152557373046875e-07
14,0.0011742115020751953,0.00748133659362793,4.406880140304565,1.4489803314208984,3.5762786865234375e-06,0.009832143783569336,0.003298044204711914,0.00040531158447265625,0.000904083251953125,7.152557373046875e-07
15,0.0011878013610839844,0.007886409759521484,4.773169279098511,1.4438841342926025,3.814697265625e-06,0.009769916534423828,0.0028274059295654297,0.0004487037658691406,0.0008690357208251953,4.76837158203125e-07
16,0.0012831687927246094,0.007424354553222656,5.690374374389648,1.9830353260040283,2.86102294921875e-06,0.009365081787109375,0.0012059211730957031,0.00039315223693847656,0.0009253025054931641,1.1920928955078125e-06
17,0.0012385845184326172,0.007370471954345703,4.788619041442871,1.5178594589233398,4.0531158447265625e-06,0.00957632064819336,0.002823352813720703,0.00040841102600097656,0.0007696151733398438,4.76837158203125e-07
18,0.0011904239654541016,0.007421016693115234,4.996340274810791,1.5011792182922363,4.0531158447265625e-06,0.010052204132080078,0.0025420188903808594,0.0004010200500488281,0.0009386539459228516,7.152557373046875e-07
19,0.0013332366943359375,0.007504701614379883,5.81414794921875,1.9507341384887695,3.814697265625e-06,0.009187698364257812,0.0007305145263671875,0.0003871917724609375,0.0008876323699951172,7.152557373046875e-07
