0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.150321289701194161e+01,6.688163480489845369e+01,7.178730312516705681e+01,7.634708236056921749e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.821246023098104416e+01,5.543460889348467191e+01,6.047309132549856514e+01,6.498000235268122537e+01,6.981482346543985784e+01,7.458285630613322326e+01,8.010654334675177779e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.663640414048318661e+01,5.300712388078998316e+01,5.803801263736650640e+01,6.265732719832111286e+01,6.768252770609008451e+01,7.327688600516918882e+01,7.809342736777534810e+01,8.364767311400301253e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.446653256319273595e+01,5.075250320928545023e+01,5.590743583363244795e+01,6.062443036194007107e+01,6.595803812586312631e+01,7.138145295124125767e+01,7.632930627721239603e+01,8.190924537887538293e+01,8.708521726545265551e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.853007057919599276e+01,4.378592151784391717e+01,4.887603991699816675e+01,5.412460152875595298e+01,5.891780693994513030e+01,6.430577144037074788e+01,6.982033199950257085e+01,7.517209421696648519e+01,8.042667792436158436e+01,8.558734862129561805e+01,8.597743156644783369e+01,0.000000000000000000e+00
3.694281028506489406e+01,4.224737332551513447e+01,4.743113015896033602e+01,5.274390843602445500e+01,5.823236185241227503e+01,6.313669351365711435e+01,6.905963829293011713e+01,7.389898356587877970e+01,7.922021855987378558e+01,8.434540154111356003e+01,8.477496374803395440e+01,8.991779334613606522e+01
3.598936302615840077e+01,4.125897624875567971e+01,4.648155085505594997e+01,5.181377445730895914e+01,5.724883850036310662e+01,6.231354686853324409e+01,6.808344201828315079e+01,7.305049447134661023e+01,7.846522779517101753e+01,8.378171424457109140e+01,8.894725188311764441e+01,0.000000000000000000e+00
3.586575114330006642e+01,4.118068263729301748e+01,4.611183994387982921e+01,5.140840276142185417e+01,5.676291923058255406e+01,6.194424203216223646e+01,6.754651162737440018e+01,7.239819193687631582e+01,7.787090250560846982e+01,8.318140568761825193e+01,8.825356232145311708e+01,0.000000000000000000e+00
3.680629572257338111e+01,4.217174124613197961e+01,4.663976067240241719e+01,5.163751974452511462e+01,5.699423766878930309e+01,6.217925843648791329e+01,6.727485259493113290e+01,7.215059148057738980e+01,7.754708631714517253e+01,8.286237039792013093e+01,8.780525463289605170e+01,0.000000000000000000e+00
3.841076732699922047e+01,4.320061776839187218e+01,4.778078911119539640e+01,5.255552994608516570e+01,5.733239671479280020e+01,6.284962461817400481e+01,6.757809876996719822e+01,7.253404164375783125e+01,7.764751689626618258e+01,8.301103924293221326e+01,8.776258129776370254e+01,0.000000000000000000e+00
4.064707595716895838e+01,4.506942536401482613e+01,4.930520023527843421e+01,5.395294456946936634e+01,5.858882770570235010e+01,6.386951211846299969e+01,6.829959285565286109e+01,7.334719596231715855e+01,7.827074655929862956e+01,8.337023472075912878e+01,8.798412938629694224e+01,0.000000000000000000e+00
