0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.150321289701194161e+01,6.608159773318237740e+01,7.042517279211625691e+01,7.542838886419710320e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.821246023098104416e+01,5.543460889348467191e+01,5.798818146542898688e+01,6.316046230919960180e+01,6.779136908901385539e+01,7.330858035655440119e+01,7.843013303154479843e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.579478753391590118e+01,5.092113188460839268e+01,5.554523129766050005e+01,6.082065617079533126e+01,6.555306402523038400e+01,7.111623306273099843e+01,7.631772144103004507e+01,8.210994161421403703e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.446075163393174989e+01,4.869999429384824197e+01,5.359421772400271067e+01,5.904944924911562509e+01,6.404534273885990103e+01,6.942989480452156670e+01,7.469960436340488741e+01,8.033093831744547231e+01,8.708521726545265551e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.853007057919599276e+01,4.200044421343734768e+01,4.715795429034157138e+01,5.192571493712756592e+01,5.760137098633668984e+01,6.266175419197207219e+01,6.807292001896301770e+01,7.337228141301204687e+01,7.895425249285194980e+01,8.471479834803834308e+01,8.597743156644783369e+01,0.000000000000000000e+00
3.693748067162931648e+01,4.088313392027641413e+01,4.610234716783582343e+01,5.097909165340841753e+01,5.636502525457456159e+01,6.205005265061402753e+01,6.705901107884423595e+01,7.252822520063656953e+01,7.791977043552361692e+01,8.355327152209180497e+01,8.431694936254646677e+01,8.991779334613606522e+01
3.590789436369948362e+01,4.036680437915756414e+01,4.533940081025102131e+01,5.037237248445769211e+01,5.570265628342827569e+01,6.117189260286273367e+01,6.647139004370579585e+01,7.180192553749526496e+01,7.732018333724082026e+01,8.282398952009903326e+01,8.352764536779569937e+01,0.000000000000000000e+00
3.578814301256274177e+01,4.035146470736414415e+01,4.506354466599624686e+01,5.029355773036711952e+01,5.550139378425735970e+01,6.079581056277481821e+01,6.617069455979043369e+01,7.143846226069825889e+01,7.686958047690360729e+01,8.237521435523211721e+01,8.300599419932727585e+01,0.000000000000000000e+00
3.662283401311549369e+01,4.075309004265411517e+01,4.559388790123716007e+01,5.035746222488217683e+01,5.559384728669981257e+01,6.078792890782789016e+01,6.604707005047752943e+01,7.139433092348224363e+01,7.675823507454218486e+01,8.216612285941151583e+01,8.768334331700340556e+01,0.000000000000000000e+00
3.815435728722518860e+01,4.186004833217013044e+01,4.662209122202262535e+01,5.106589262788613581e+01,5.603873564665435936e+01,6.115330277767775158e+01,6.633411428338533256e+01,7.148728994169005091e+01,7.679457981044845383e+01,8.219390104312591916e+01,8.761126838295088248e+01,0.000000000000000000e+00
4.032693764627045141e+01,4.358056723323483794e+01,4.806468715821544890e+01,5.229641772901091201e+01,5.691046088564790750e+01,6.187432506405351518e+01,6.702282327229826819e+01,7.198661546604412820e+01,7.717674597305608586e+01,8.250592240790841458e+01,8.788694268577266655e+01,0.000000000000000000e+00
4.306312050460347507e+01,4.532498726645386000e+01,4.940100507056395429e+01,5.352984327399497033e+01,5.834649810227824673e+01,6.295383284952126246e+01,6.788387313071346796e+01,7.285296653254579269e+01,7.786941512290653122e+01,8.308442789613089019e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.628794037861694477e+01,4.764973443278625354e+01,5.143661062504384063e+01,5.559695790828761375e+01,5.997009810321778644e+01,6.434764842754464098e+01,6.914478298501668974e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.992835901611301352e+01,5.021103052713815629e+01,5.363205996512596840e+01,5.791360781704616301e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.038655745445561251e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
